,price,location,"rooms[bed,bath]",SQm,type_p,description,link
2264,"$104,648,618CLP($1,490,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",70 SqM ,Apartment,3 Bedroom Apartment for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525722
2265,"$630,094,836CLP($2,730,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['3', '2']",230 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-puchuncavi-valparaiso-u547012
2266,"$119,000,000,000CLP($1,450,000,000CLP/SqM)"," Requinao, Cachapoal, Libertador General Bernardo Ohiggins, Chile","['2', '2']",82 SqM ,Apartment,2 Bedroom Apartment for sale at Gardens of Lo Matta Project,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-gardens-of-lo-matta-project-in-requinao-libertador-general-bernardo-ohiggins-u574458
2267,"$247,851,990CLP($1,120,000CLP/SqM)"," Los Andes, Los Andes, Valparaiso, Chile","['5', '4']",220 SqM ,House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-los-andes-valparaiso-u547138
2268,"$135,000,000CLP($561,000CLP/SqM)"," Los Andes, Los Andes, Valparaiso, Chile","['4', '3']",240 SqM ,House,4 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-in-los-andes-valparaiso-u547322
2269,"$206,543,325CLP($687,000CLP/SqM)"," San Antonio, San Antonio, Valparaiso, Chile","['6', '4']",300 SqM ,House,6 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-in-san-antonio-valparaiso-u546602
2270,"$174,873,348CLP($1,360,000CLP/SqM)"," Zapallar, Petorca, Valparaiso, Chile","['4', '3']",128.52 SqM ,House,4 Bedroom House for sale at Papudo,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-papudo-in-zapallar-valparaiso-u546800
2271,"$520,000,000CLP($1,100,000CLP/SqM)"," Los Vilos, Choapa, Coquimbo, Chile","['6', '6']",470 SqM ,House,6 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-in-los-vilos-coquimbo-u543116
2272,"$564,551,755CLP"," Calle Larga, Los Andes, Valparaiso, Chile","[' ', ' ']","7,820 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-calle-larga-valparaiso-u547380
2273,"$1,652,346,600CLP"," San Jode De Maipo, Cordillera, Santiago, Chile","[' ', ' ']","2,500 SqM ",Land, Land for sale at La Reina,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-la-reina-in-san-jode-de-maipo-santiago-u551712
2274,"$4,401,851,342CLP"," San Antonio, San Antonio, Valparaiso, Chile","[' ', ' ']","15,984 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-san-antonio-valparaiso-u546730
2275,"$1,927,737,700CLP"," Quillota, Quillota, Valparaiso, Chile","[' ', ' ']","33,000 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-quillota-valparaiso-u547086
2276,"$608,614,331CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","5,000 SqM ",Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u530138
2277,"$160,000,000CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","3,760 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-valparaiso-valparaiso-u545986
2278,"$454,395,315CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","6,000 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547978
2279,"$1,156,642,620CLP"," Calama, El Loa, Antofagasta, Chile","[' ', ' ']","13,473 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-calama-antofagasta-u542936
2280,"$70,000,000CLP($582,000CLP/SqM)"," El Tabo, San Antonio, Valparaiso, Chile","['5', '3']",120 SqM ,House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-el-tabo-valparaiso-u546762
2281,"$137,695,550CLP($723,000CLP/SqM)"," Navidad, Cardenal Caro, Libertador General Bernardo Ohiggins, Chile","['3', '2']",190 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-navidad-libertador-general-bernardo-ohiggins-u544410
2282,"$600,000,000CLP"," San Jode De Maipo, Cordillera, Santiago, Chile","[' ', ' ']",750 SqM ,Land, Land for sale at Penalolen,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-penalolen-in-san-jode-de-maipo-santiago-u552276
2283,"$400,000,000CLP"," San Antonio, San Antonio, Valparaiso, Chile","[' ', ' ']","25,000 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-san-antonio-valparaiso-u547498
2284,"$55,078,220CLP"," Quilpue, Valparaiso, Valparaiso, Chile","[' ', ' ']","7,500 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-quilpue-valparaiso-u545740
2285,"$120,000,000CLP"," San Jode De Maipo, Cordillera, Santiago, Chile","[' ', ' ']",506 SqM ,Land, Land for sale at Penalolen,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-penalolen-in-san-jode-de-maipo-santiago-u548144
2286,"$112,910,351CLP"," Rinconada, Los Andes, Valparaiso, Chile","[' ', ' ']","8,800 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-rinconada-valparaiso-u547202
2287,"$35,139,904CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","5,000 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547018
2288,"$1,989,425,306CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","25,800 SqM ",Land, Land for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u525696
2289,"$385,547,540CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","6,106 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u546936
2290,"$118,968,955CLP($377,000CLP/SqM)"," Traiguen, Malleco, Araucania, Chile","['5', '5']",315 SqM ,House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-traiguen-araucania-u550864
2291,"$1,174,212,572CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","21,319 SqM ",Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525710
2292,"$1,425,148,942CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","7,500 SqM ",Land, Land for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u525694
2293,"$247,851,990CLP($1,240,000CLP/SqM)"," Navidad, Cardenal Caro, Libertador General Bernardo Ohiggins, Chile","['3', '3']",200 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-navidad-libertador-general-bernardo-ohiggins-u545948
2294,"$135,000,000CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']",560 SqM ,Land, Land for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u545722
2295,"$120,000,000CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']",500 SqM ,Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u544498
2296,"$120,000,000CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']",550 SqM ,Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u545776
2297,"$400,000,000CLP($2,350,000CLP/SqM)"," Vichuquen, Curico, Maule, Chile","['5', '3']",170 SqM ,House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-vichuquen-maule-u544236
2298,"$122,549,039CLP($1,440,000CLP/SqM)"," Zapallar, Petorca, Valparaiso, Chile","['3', '2']",85 SqM ,Apartment,3 Bedroom Apartment for sale at Papudo,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-papudo-in-zapallar-valparaiso-u547610
2299,"$78,376,307CLP($958,000CLP/SqM)"," La Ligua, Petorca, Valparaiso, Chile","['2', '1']",81.64 SqM ,House,2 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/2-bedroom-house-for-sale-in-la-ligua-valparaiso-u547782
2300,"$67,938,984CLP($1,130,000CLP/SqM)"," Zapallar, Petorca, Valparaiso, Chile","['2', '1']",60 SqM ,House,2 Bedroom House for sale at Papudo,https://www.fazwaz.cl/en/property-sales/2-bedroom-house-for-sale-at-papudo-in-zapallar-valparaiso-u546474
2301,"$62,000,000CLP($1,150,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['2', '1']",54 SqM ,Apartment,2 Bedroom Apartment for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-quilpue-in-quilpue-valparaiso-u546806
2302,"$4,767,019,941CLP"," Castro, Chiloe, Los Lagos, Chile","[' ', ' ']","86,551 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-castro-los-lagos-u544566
2303,"$741,573,154CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']",748 SqM ,Land, Land for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u530106
2304,"$70,000,000CLP($1,250,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",56 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u546910
2305,"$160,000,000CLP($798,000CLP/SqM)"," Salamanca, Choapa, Coquimbo, Chile","['4', '1']",200 SqM ,House,4 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-in-salamanca-coquimbo-u542828
2306,"$413,086,650CLP($1,470,000CLP/SqM)"," Vichuquen, Curico, Maule, Chile","['4', '3']",280 SqM ,House,4 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-in-vichuquen-maule-u544112
2307,"$963,868,850CLP($1,600,000CLP/SqM)"," Futrono, Ranco, Los Rios, Chile","['10', '6']",600 SqM ,House,10 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/10-bedroom-house-for-sale-in-futrono-los-rios-u544538
2308,"$3,946,767,549CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","57,326 SqM ",Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525706
2309,"$936,329,740CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","1,324 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547842
2310,"$3,946,767,549CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","57,326 SqM ",Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525702
2311,"$798,634,190CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","10,500 SqM ",Land, Land for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u525692
2312,"$3,946,767,549CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","57,326 SqM ",Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525704
2313,"$1,686,770,487CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","2,450 SqM ",Land, Land for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u530104
2314,"$936,420,178CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","1,324 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547950
2315,"$1,266,799,060CLP($2,810,000CLP/SqM)"," Villarrica, Cautin, Araucania, Chile","['6', '6']",450 SqM ,House,6 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-in-villarrica-araucania-u542914
2316,"$55,000,000CLP($686,000CLP/SqM)"," Zapallar, Petorca, Valparaiso, Chile","['4', '1']",80 SqM ,House,4 Bedroom House for sale at Papudo,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-papudo-in-zapallar-valparaiso-u547284
2317,"$134,941,639CLP($1,040,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '4']",130 SqM ,House,4 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-in-valparaiso-valparaiso-u547082
2318,"$79,000,000CLP($394,000CLP/SqM)"," Los Andes, Los Andes, Valparaiso, Chile","['4', '2']",200 SqM ,House,4 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-in-los-andes-valparaiso-u547258
2319,"$247,851,990CLP($816,000CLP/SqM)"," San Antonio, San Antonio, Valparaiso, Chile","['5', '4']",303.04 SqM ,House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-san-antonio-valparaiso-u546874
2320,"$115,664,262CLP($888,000CLP/SqM)"," San Antonio, San Antonio, Valparaiso, Chile","['3', '2']",130 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-san-antonio-valparaiso-u546204
2321,"$76,283,334CLP($544,000CLP/SqM)"," Navidad, Cardenal Caro, Libertador General Bernardo Ohiggins, Chile","['4', '2']",140 SqM ,House,4 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-in-navidad-libertador-general-bernardo-ohiggins-u542840
2322,"$156,972,927CLP($1,260,000CLP/SqM)"," Maria Pinto, Melipilla, Santiago, Chile","['4', '3']",124 SqM ,Apartment,4 Bedroom Apartment for sale at Casablanca,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-casablanca-in-maria-pinto-santiago-u547246
2323,"$68,000,000CLP($1,010,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['3', '2']",67 SqM ,Apartment,3 Bedroom Apartment for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-quilpue-in-quilpue-valparaiso-u546928
2324,"$231,769,149CLP($1,930,000CLP/SqM)"," Zapallar, Petorca, Valparaiso, Chile","['3', '2']",120 SqM ,House,3 Bedroom House for sale at Papudo,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-papudo-in-zapallar-valparaiso-u546908
2325,"$85,000,000CLP($942,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",90 SqM ,Apartment,3 Bedroom Apartment for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525734
2326,"$58,000,000CLP($474,000CLP/SqM)"," San Antonio, San Antonio, Valparaiso, Chile","['5', '2']",122 SqM ,House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-san-antonio-valparaiso-u546044
2327,"$330,469,320CLP($942,000CLP/SqM)"," San Antonio, San Antonio, Valparaiso, Chile","['5', '4']",350 SqM ,House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-san-antonio-valparaiso-u546282
2328,"$120,000,000CLP($726,000CLP/SqM)"," El Tabo, San Antonio, Valparaiso, Chile","['5', '2']",165 SqM ,House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-el-tabo-valparaiso-u546670
2329,"$124,559,394CLP($956,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['4', '2']",130 SqM ,House,4 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-in-quilpue-valparaiso-u547064
2330,"$633,399,530CLP($1,020,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['5', '4']",620.01 SqM ,House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-quilpue-valparaiso-u546174
2331,"$275,391,100CLP($1,000,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['5', '3']",274 SqM ,House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-quilpue-valparaiso-u545822
2332,"$275,391,100CLP($1,060,000CLP/SqM)"," Calle Larga, Los Andes, Valparaiso, Chile","['5', '3']",260 SqM ,House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-calle-larga-valparaiso-u547744
2333,"$275,115,708CLP($1,080,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['5', '4']",255 SqM ,House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-quilpue-valparaiso-u544196
2334,"$495,703,980CLP($403,000CLP/SqM)"," Rinconada, Los Andes, Valparaiso, Chile","['5', '5']","1,228.01 SqM ",House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-rinconada-valparaiso-u546760
2335,"$399,317,095CLP($1,990,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['5', '4']",200 SqM ,House,5 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-in-puchuncavi-valparaiso-u547862
2336,"$798,634,190CLP($1,900,000CLP/SqM)"," Villarrica, Cautin, Araucania, Chile","['6', '5']",420 SqM ,House,6 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-in-villarrica-araucania-u543320
2337,"$186,000,000,000CLP($5,810,000,000CLP/SqM)"," Nueva Imperial, Cautin, Araucania, Chile","['1', '1']",32 SqM ,Apartment,1 Bedroom Apartment for sale at Martin Luther Building,https://www.fazwaz.cl/en/property-sales/1-bedroom-apartment-for-sale-at-martin-luther-building-in-nueva-imperial-araucania-u573472
2338,"$371,777,985CLP($716,000CLP/SqM)"," Paine, Maipo, Santiago, Chile","['6', '6']",518 SqM ,House,6 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-in-paine-santiago-u550984
2339,"$181,758,126CLP($2,110,000CLP/SqM)"," Zapallar, Petorca, Valparaiso, Chile","['3', '2']",86 SqM ,Apartment,3 Bedroom Apartment for sale at Papudo,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-papudo-in-zapallar-valparaiso-u547366
2340,"$96,386,885CLP($687,000CLP/SqM)"," Puerto Montt, Llanquihue, Los Lagos, Chile","['4', '2']",140 SqM ,House,4 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-in-puerto-montt-los-lagos-u543626
2341,"$557,391,586CLP"," Cochamo, Llanquihue, Los Lagos, Chile","[' ', ' ']","500,004 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-cochamo-los-lagos-u546820
2342,"$2,753,911,000CLP"," Calama, El Loa, Antofagasta, Chile","[' ', ' ']","5,913 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-calama-antofagasta-u542944
2343,"$2,753,556,819CLP"," Calama, El Loa, Antofagasta, Chile","[' ', ' ']","5,913 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-calama-antofagasta-u542834
2344,"$179,004,215CLP"," Futrono, Ranco, Los Rios, Chile","[' ', ' ']","7,863 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-futrono-los-rios-u543774
2345,"$2,753,911,000CLP"," Calama, El Loa, Antofagasta, Chile","[' ', ' ']","5,913 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-calama-antofagasta-u542848
2346,"$60,000,000CLP"," Cochamo, Llanquihue, Los Lagos, Chile","[' ', ' ']","270,002 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-cochamo-los-lagos-u546994
